Time;Battery Voltage(V);Charge Current(A);Load Current(A);Temperature Ambiante(C);Modem Voltage(V);
2022-07-14T23:30:28;26.55;0.01;1.07;28.81;24.29;
2022-07-14T23:45:29;26.55;0.01;1.06;29.02;24.28;
2022-07-15T00:00:28;26.55;0.01;1.07;29.23;24.28;
2022-07-15T00:15:28;26.55;0.01;1.05;29.42;24.28;
2022-07-15T00:30:28;26.55;0.01;1.05;29.58;24.28;
2022-07-15T00:45:29;26.55;0.00;1.05;29.72;24.26;
2022-07-15T01:00:29;26.55;0.01;1.04;29.80;24.28;
2022-07-15T01:15:28;26.55;0.02;1.05;29.84;24.28;
2022-07-15T01:30:29;26.55;0.01;1.06;29.88;24.28;
2022-07-15T01:45:28;26.55;0.01;1.05;29.88;24.26;
2022-07-15T02:00:30;26.55;0.01;1.07;29.86;24.28;
2022-07-15T02:15:29;26.55;0.00;1.05;29.83;24.28;
2022-07-15T02:30:30;26.55;0.01;1.04;29.80;24.28;
2022-07-15T02:45:28;26.55;0.01;1.06;29.75;24.26;
2022-07-15T03:00:28;26.55;-0.00;1.04;29.69;24.26;
2022-07-15T03:15:28;26.55;0.01;1.06;29.63;24.26;
2022-07-15T03:30:29;26.55;0.01;1.05;29.56;24.28;
2022-07-15T03:45:28;26.53;0.01;1.05;29.50;24.28;
2022-07-15T04:00:28;26.53;0.01;1.08;29.41;24.28;
2022-07-15T04:15:29;26.53;0.01;1.05;29.31;24.28;
2022-07-15T04:30:28;26.55;0.02;1.06;29.20;24.28;
2022-07-15T04:45:28;26.53;0.01;1.04;29.13;24.28;
2022-07-15T05:00:29;26.53;0.01;1.03;29.05;24.28;
2022-07-15T05:15:29;26.53;0.01;1.05;29.30;24.28;
2022-07-15T05:30:29;26.53;0.03;1.05;29.41;24.28;
2022-07-15T05:45:28;26.53;0.08;1.06;29.52;24.28;
2022-07-15T06:00:28;26.55;0.13;1.06;29.69;24.28;
2022-07-15T06:15:28;26.55;0.17;1.05;29.88;24.28;
2022-07-15T06:30:28;26.55;0.21;1.06;30.08;24.28;
2022-07-15T06:45:28;26.55;0.26;1.06;30.38;24.28;
2022-07-15T07:00:28;26.56;0.33;1.07;30.72;24.26;
2022-07-15T07:15:28;26.56;0.43;1.07;31.17;24.28;
2022-07-15T07:30:28;26.58;0.59;1.06;31.77;24.28;
2022-07-15T07:45:29;26.59;0.73;1.06;32.44;24.28;
2022-07-15T08:00:28;26.63;1.00;1.07;33.06;24.26;
2022-07-15T08:15:29;26.66;1.26;1.08;33.72;24.26;
2022-07-15T08:30:28;26.64;0.93;1.17;34.06;24.26;
2022-07-15T08:45:28;26.67;1.57;1.19;33.91;24.28;
2022-07-15T09:00:29;26.83;3.07;1.17;34.56;24.26;
2022-07-15T09:15:28;26.91;3.36;1.19;35.28;24.28;
2022-07-15T09:30:28;26.94;3.71;1.18;35.81;24.28;
2022-07-15T09:45:29;26.95;4.05;1.18;36.53;24.26;
2022-07-15T10:00:28;26.97;4.43;1.19;37.44;24.26;
2022-07-15T10:15:28;26.97;4.66;1.19;38.34;24.26;
2022-07-15T10:30:28;26.98;4.87;1.20;39.13;24.26;
2022-07-15T10:45:28;26.98;5.10;1.20;39.97;24.26;
2022-07-15T11:00:29;27.00;5.29;1.20;40.78;24.26;
2022-07-15T11:15:29;27.00;5.51;1.20;41.50;24.26;
2022-07-15T11:30:58;27.02;5.64;1.22;42.28;24.26;
2022-07-15T11:45:59;27.03;5.86;1.22;42.97;24.26;
2022-07-15T12:00:58;26.83;1.67;1.20;43.06;24.24;
2022-07-15T12:15:58;26.86;1.78;1.21;42.81;24.26;
2022-07-15T12:30:58;26.97;4.18;1.22;42.38;24.26;
2022-07-15T12:45:58;26.83;1.41;1.21;42.53;24.26;
2022-07-15T13:00:58;27.05;7.43;1.21;41.41;24.26;
2022-07-15T13:15:59;26.91;1.41;1.20;42.19;24.26;
2022-07-15T13:30:58;26.88;1.32;1.23;41.97;24.26;
2022-07-15T13:45:59;26.83;1.15;1.18;40.91;24.26;
2022-07-15T14:01:00;26.84;1.94;1.19;40.13;24.26;
2022-07-15T14:15:58;26.81;1.17;1.18;39.47;24.26;
2022-07-15T14:30:58;27.00;3.92;1.19;39.22;24.26;
2022-07-15T14:45:58;27.16;5.88;1.20;39.91;24.26;
2022-07-15T15:00:58;27.13;4.09;1.20;41.41;24.26;
2022-07-15T15:15:59;27.09;1.33;1.19;41.53;24.26;
2022-07-15T15:30:58;27.36;0.00;1.17;42.06;24.26;
2022-07-15T15:45:58;27.48;5.00;1.18;41.59;24.24;
2022-07-15T16:00:59;26.92;-0.00;1.19;40.88;24.26;
2022-07-15T16:15:58;27.08;-0.01;1.19;40.78;24.26;
2022-07-15T16:31:00;27.42;-0.00;1.17;40.84;24.26;
2022-07-15T16:45:58;26.95;1.50;1.19;40.22;24.26;
2022-07-15T17:00:58;27.53;-0.01;1.17;40.41;24.26;
2022-07-15T17:15:58;27.00;-0.01;1.21;39.59;24.26;
2022-07-15T17:30:57;27.72;2.08;1.16;39.88;24.26;
2022-07-15T17:45:58;27.28;0.01;1.18;39.22;24.26;
2022-07-15T18:00:58;26.95;0.01;1.19;38.69;24.26;
2022-07-15T18:15:58;27.02;0.91;1.18;39.03;24.26;
2022-07-15T18:30:59;27.05;0.67;1.18;39.03;24.26;
2022-07-15T18:45:57;26.97;0.54;1.19;38.88;24.26;
2022-07-15T19:00:57;26.88;0.55;1.18;38.56;24.26;
2022-07-15T19:15:58;26.81;0.51;1.18;38.31;24.26;
2022-07-15T19:30:58;26.73;0.37;1.19;38.00;24.26;
2022-07-15T19:45:58;26.67;0.35;1.18;37.84;24.26;
2022-07-15T20:00:58;26.64;0.17;1.17;37.66;24.26;
2022-07-15T20:15:59;26.64;0.06;1.18;37.25;24.28;
2022-07-15T20:30:58;26.63;0.02;1.18;36.72;24.28;
2022-07-15T20:45:59;26.63;-0.00;1.17;36.00;24.26;
2022-07-15T21:00:58;26.63;0.00;1.21;35.16;24.26;
2022-07-15T21:15:58;26.61;0.00;1.17;34.59;24.28;
2022-07-15T21:30:59;26.61;0.00;1.17;34.09;24.28;
2022-07-15T21:46:00;26.61;-0.01;1.18;33.69;24.28;
2022-07-15T22:00:59;26.61;0.00;1.17;33.28;24.28;
2022-07-15T22:15:58;26.59;-0.00;1.17;32.91;24.28;
2022-07-15T22:30:58;26.59;-0.00;1.18;32.59;24.28;
2022-07-15T22:45:59;26.59;-0.00;1.16;32.31;24.28;
2022-07-15T23:00:28;26.59;0.00;1.17;32.03;24.28;
2022-07-15T23:15:28;26.59;0.00;1.16;31.83;24.28;
2022-07-15T23:30:27;26.59;0.00;1.16;31.59;24.28;
2022-07-15T23:45:29;26.58;-0.01;1.19;31.39;24.28;
2022-07-16T00:00:29;26.58;0.00;1.16;31.17;24.28;
2022-07-16T00:15:28;26.58;-0.01;1.16;30.95;24.29;
2022-07-16T00:30:29;26.58;-0.01;1.17;30.73;24.28;
2022-07-16T00:45:28;26.58;-0.00;1.16;30.53;24.28;
2022-07-16T01:00:29;26.58;0.00;1.16;30.33;24.29;
2022-07-16T01:15:28;26.58;0.00;1.15;30.13;24.28;
2022-07-16T01:30:28;26.58;0.01;1.17;29.95;24.28;
2022-07-16T01:45:29;26.58;-0.00;1.16;29.80;24.29;
2022-07-16T02:00:31;26.58;0.00;1.17;29.64;24.29;
2022-07-16T02:15:28;26.56;-0.00;1.16;29.48;24.28;
2022-07-16T02:30:30;26.56;0.00;1.17;29.34;24.28;
2022-07-16T02:45:28;26.56;0.00;1.15;29.20;24.28;
2022-07-16T03:00:29;26.56;-0.00;1.16;29.08;24.29;
2022-07-16T03:15:28;26.56;0.01;1.15;28.97;24.28;
2022-07-16T03:30:29;26.56;-0.00;1.16;28.84;24.29;
2022-07-16T03:45:29;26.56;0.00;1.15;28.73;24.28;
2022-07-16T04:00:28;26.56;0.00;1.15;28.64;24.28;
2022-07-16T04:15:28;26.56;-0.00;1.05;28.58;24.29;
2022-07-16T04:30:28;26.56;0.00;1.06;28.81;24.28;
2022-07-16T04:45:30;26.56;0.00;1.05;29.09;24.28;
2022-07-16T05:00:29;26.56;-0.00;1.06;29.36;24.28;
2022-07-16T05:15:28;26.56;0.00;1.05;29.63;24.28;
2022-07-16T05:30:30;26.55;-0.00;1.05;30.08;24.28;
2022-07-16T05:45:29;26.56;0.05;1.08;30.48;24.26;
2022-07-16T06:00:30;26.56;0.10;1.05;30.80;24.28;
2022-07-16T06:15:28;26.56;0.19;1.06;31.11;24.28;
2022-07-16T06:30:28;26.58;0.28;1.07;31.34;24.28;
2022-07-16T06:45:30;26.59;0.39;1.07;31.64;24.26;
2022-07-16T07:00:29;26.61;0.61;1.07;31.92;24.28;
2022-07-16T07:15:28;26.61;0.61;1.06;32.28;24.26;
2022-07-16T07:30:29;26.61;0.53;1.05;32.63;24.26;
2022-07-16T07:45:28;26.64;0.87;1.07;33.09;24.26;
2022-07-16T08:00:28;26.67;1.14;1.07;33.63;24.26;
2022-07-16T08:15:29;26.69;1.24;1.18;34.16;24.26;
2022-07-16T08:30:29;26.69;0.96;1.17;34.09;24.28;
2022-07-16T08:45:29;26.72;1.72;1.20;34.03;24.28;
2022-07-16T09:00:28;26.88;3.12;1.15;34.75;24.28;
2022-07-16T09:15:28;26.95;3.39;1.16;35.44;24.26;
2022-07-16T09:30:28;26.97;3.71;1.17;35.88;24.28;
2022-07-16T09:45:28;26.98;4.16;1.16;36.50;24.28;
2022-07-16T10:00:28;26.97;4.46;1.17;37.34;24.28;
2022-07-16T10:15:28;27.00;4.73;1.17;38.16;24.28;
2022-07-16T10:30:29;27.02;5.00;1.18;38.88;24.26;
2022-07-16T10:45:28;27.03;5.20;1.18;39.50;24.28;
2022-07-16T11:00:29;27.05;5.35;1.18;40.19;24.26;
2022-07-16T11:15:29;27.08;5.51;1.19;40.84;24.26;
2022-07-16T11:30:29;27.16;5.62;1.18;41.53;24.26;
2022-07-16T11:45:29;27.33;5.88;1.18;42.03;24.26;
2022-07-16T12:00:28;27.08;0.00;1.17;41.81;24.26;
2022-07-16T12:15:29;27.16;0.01;1.17;40.84;24.26;
2022-07-16T12:30:28;27.58;6.94;1.17;40.38;24.26;
2022-07-16T12:45:31;27.33;0.01;1.16;39.50;24.26;
2022-07-16T13:00:30;27.17;0.00;1.19;38.63;24.26;
2022-07-16T13:15:29;27.03;-0.00;1.17;38.09;24.26;
2022-07-16T13:30:28;27.05;0.01;1.17;38.00;24.26;
2022-07-16T13:45:29;27.09;5.96;1.19;38.06;24.26;
2022-07-16T14:00:29;27.16;-0.00;1.18;38.56;24.26;
2022-07-16T14:15:28;27.06;-0.01;1.17;38.63;24.26;
2022-07-16T14:30:28;26.97;0.00;1.17;38.50;24.24;
2022-07-16T14:45:29;27.17;-0.01;1.18;38.81;24.26;
2022-07-16T15:00:28;27.06;-0.01;1.17;38.78;24.26;
2022-07-16T15:15:29;26.94;-0.00;1.19;38.63;24.26;
2022-07-16T15:30:28;27.42;0.89;1.15;38.84;24.26;
2022-07-16T15:45:29;27.17;-0.00;1.17;38.97;24.26;
2022-07-16T16:00:28;27.11;0.00;1.16;38.78;24.26;
2022-07-16T16:15:29;27.13;-0.00;1.16;38.69;24.26;
2022-07-16T16:30:29;27.00;-0.00;1.17;38.81;24.26;
2022-07-16T16:45:28;27.75;0.00;1.15;39.28;24.26;
2022-07-16T17:00:28;27.42;0.00;1.15;39.06;24.26;
2022-07-16T17:15:28;27.27;0.00;1.16;38.75;24.26;
2022-07-16T17:30:29;26.92;0.00;1.17;38.53;24.26;
2022-07-16T17:45:29;27.47;1.47;1.14;39.38;24.26;
2022-07-16T18:00:29;27.39;-0.00;1.14;39.13;24.26;
2022-07-16T18:15:28;27.17;-0.00;1.15;38.81;24.26;
2022-07-16T18:30:29;26.95;0.00;1.16;38.59;24.26;
2022-07-16T18:45:29;26.97;0.38;1.16;38.94;24.26;
2022-07-16T19:00:29;26.97;0.23;1.18;39.13;24.26;
2022-07-16T19:15:29;26.88;0.27;1.17;39.00;24.26;
2022-07-16T19:30:29;26.81;0.35;1.17;38.81;24.26;
2022-07-16T19:45:29;26.73;0.29;1.19;38.78;24.26;
2022-07-16T20:00:29;26.67;0.23;1.19;38.72;24.26;
2022-07-16T20:15:31;26.64;0.10;1.20;38.50;24.26;
2022-07-16T20:30:29;26.63;0.03;1.19;38.06;24.26;
2022-07-16T20:45:28;26.63;0.00;1.19;37.56;24.26;
2022-07-16T21:00:29;26.63;0.00;1.19;36.75;24.28;
2022-07-16T21:15:28;26.61;0.00;1.18;36.09;24.26;
2022-07-16T21:30:28;26.61;0.01;1.17;35.56;24.28;
2022-07-16T21:45:30;26.63;0.01;1.20;35.09;24.26;
2022-07-16T22:00:29;26.61;0.00;1.18;34.72;24.28;
2022-07-16T22:15:29;26.61;-0.00;1.18;34.38;24.28;
2022-07-16T22:30:28;26.61;0.00;1.18;34.03;24.28;
2022-07-16T22:45:28;26.61;0.01;1.18;33.75;24.28;
2022-07-16T23:00:29;26.61;0.01;1.17;33.41;24.28;
2022-07-16T23:15:29;26.59;0.01;1.17;33.06;24.28;
2022-07-16T23:30:29;26.59;0.01;1.17;32.75;24.28;
2022-07-16T23:45:28;26.59;0.01;1.17;32.50;24.28;
2022-07-17T00:00:28;26.59;0.01;1.17;32.25;24.28;
2022-07-17T00:15:29;26.59;0.01;1.15;32.03;24.28;
2022-07-17T00:30:28;26.59;0.01;1.18;31.80;24.28;
2022-07-17T00:45:29;26.59;0.01;1.16;31.56;24.28;
2022-07-17T01:00:29;26.59;0.02;1.16;31.34;24.28;
2022-07-17T01:15:29;26.58;0.02;1.16;31.19;24.28;
2022-07-17T01:30:29;26.58;0.00;1.15;31.05;24.28;
2022-07-17T01:45:28;26.58;0.01;1.15;30.92;24.28;
2022-07-17T02:00:30;26.58;0.01;1.15;30.80;24.28;
2022-07-17T02:15:30;26.58;0.01;1.16;30.67;24.28;
2022-07-17T02:30:29;26.56;0.00;1.15;30.58;24.28;
2022-07-17T02:45:28;26.58;0.01;1.15;30.50;24.29;
2022-07-17T03:00:53;26.56;0.01;1.15;30.45;24.28;
2022-07-17T03:15:28;26.56;0.01;1.18;30.41;24.28;
2022-07-17T03:30:29;26.56;0.01;1.15;30.36;24.28;
2022-07-17T03:45:29;26.56;0.01;1.14;30.28;24.28;
2022-07-17T04:00:28;26.56;0.01;1.15;30.19;24.28;
2022-07-17T04:15:28;26.56;0.01;1.15;30.08;24.28;
2022-07-17T04:30:29;26.56;0.01;1.15;29.97;24.29;
2022-07-17T04:45:29;26.56;0.01;1.15;29.88;24.28;
2022-07-17T05:00:28;26.56;0.01;1.19;29.80;24.28;
2022-07-17T05:15:29;26.55;0.01;1.17;29.94;24.28;
2022-07-17T05:30:29;26.55;0.02;1.17;30.16;24.29;
2022-07-17T05:45:30;26.56;0.08;1.16;30.13;24.28;
2022-07-17T06:00:29;26.56;0.13;1.17;30.20;24.28;
2022-07-17T06:15:29;26.56;0.19;1.17;30.33;24.28;
2022-07-17T06:30:29;26.56;0.25;1.17;30.39;24.29;
2022-07-17T06:45:29;26.56;0.30;1.17;30.58;24.28;
2022-07-17T07:00:28;26.58;0.39;1.17;30.84;24.28;
2022-07-17T07:15:28;26.58;0.51;1.17;31.28;24.28;
2022-07-17T07:30:30;26.59;0.69;1.16;31.86;24.28;
2022-07-17T07:45:29;26.63;0.88;1.18;32.41;24.29;
2022-07-17T08:00:29;26.64;1.17;1.17;32.88;24.28;
2022-07-17T08:15:29;26.66;1.23;1.17;33.50;24.28;
2022-07-17T08:30:29;26.66;1.07;1.17;34.09;24.28;
2022-07-17T08:45:28;26.70;1.83;1.17;34.66;24.28;
2022-07-17T09:00:28;26.83;2.84;1.19;35.66;24.28;
2022-07-17T09:15:28;26.89;3.20;1.19;36.53;24.26;
2022-07-17T09:30:29;26.92;3.54;1.21;37.47;24.26;
2022-07-17T09:45:28;26.94;3.86;1.20;38.38;24.26;
2022-07-17T10:00:29;26.95;4.15;1.20;39.53;24.26;
2022-07-17T10:15:28;26.97;4.48;1.21;40.59;24.26;
2022-07-17T10:30:29;26.98;4.71;1.19;41.56;24.26;
2022-07-17T10:45:29;26.98;4.97;1.21;42.47;24.24;
2022-07-17T11:00:28;27.00;5.13;1.22;43.31;24.26;
2022-07-17T11:15:29;27.02;5.33;1.22;44.06;24.24;
2022-07-17T11:30:29;27.05;5.40;1.22;44.78;24.26;
2022-07-17T11:45:28;27.06;5.43;1.20;45.47;24.26;
2022-07-17T12:00:29;27.11;5.68;1.20;46.00;24.24;
2022-07-17T12:15:28;27.22;5.93;1.20;46.56;24.24;
2022-07-17T12:30:28;27.23;3.74;1.18;46.88;24.24;
2022-07-17T12:45:28;26.97;0.01;1.18;46.09;24.24;
2022-07-17T13:00:29;26.95;-0.00;1.18;45.03;24.24;
2022-07-17T13:15:28;27.00;-0.00;1.18;44.41;24.24;
2022-07-17T13:30:28;27.08;-0.00;1.18;44.00;24.24;
2022-07-17T13:45:28;27.22;-0.00;1.19;43.88;24.24;
2022-07-17T14:00:28;27.44;-0.00;1.20;44.00;24.24;
2022-07-17T14:15:28;27.34;4.14;1.17;44.00;24.24;
2022-07-17T14:30:28;26.94;0.00;1.19;44.06;24.24;
2022-07-17T14:45:29;27.05;-0.00;1.18;44.38;24.24;
2022-07-17T15:00:29;27.30;0.00;1.17;44.44;24.24;
2022-07-17T15:15:29;27.48;3.18;1.17;44.38;24.24;
2022-07-17T15:30:29;27.00;0.01;1.18;44.16;24.24;
2022-07-17T15:45:28;27.59;-0.00;1.16;44.34;24.24;
2022-07-17T16:00:28;27.00;-0.01;1.18;43.75;24.24;
2022-07-17T16:15:29;27.20;1.42;1.17;44.03;24.24;
2022-07-17T16:30:28;27.08;-0.01;1.19;43.47;24.24;
2022-07-17T16:45:28;27.03;2.49;1.19;42.84;24.24;
2022-07-17T17:00:30;27.39;0.00;1.17;42.78;24.24;
2022-07-17T17:15:28;26.95;0.01;1.19;42.09;24.24;
2022-07-17T17:30:29;27.48;1.74;1.19;42.59;24.24;
2022-07-17T17:45:28;27.64;-0.00;1.16;42.66;24.26;
2022-07-17T18:00:29;26.97;0.00;1.18;41.88;24.24;
2022-07-17T18:15:28;26.95;0.75;1.20;42.03;24.24;
2022-07-17T18:30:28;26.86;0.52;1.17;42.19;24.26;
2022-07-17T18:45:29;26.77;0.39;1.18;42.25;24.24;
2022-07-17T19:00:29;26.70;0.32;1.20;42.22;24.24;
2022-07-17T19:15:28;26.66;0.26;1.20;42.16;24.24;
2022-07-17T19:30:29;26.66;0.23;1.19;42.03;24.24;
2022-07-17T19:45:29;26.64;0.17;1.19;41.81;24.26;
2022-07-17T20:00:29;26.64;0.11;1.19;41.50;24.26;
2022-07-17T20:15:28;26.64;0.07;1.19;41.09;24.26;
2022-07-17T20:30:29;26.64;0.03;1.19;40.59;24.26;
2022-07-17T20:45:28;26.63;-0.00;1.19;40.06;24.26;
2022-07-17T21:00:29;26.63;0.00;1.19;39.06;24.26;
2022-07-17T21:15:29;26.63;-0.00;1.19;38.38;24.26;
2022-07-17T21:30:29;26.63;0.00;1.19;37.72;24.26;
2022-07-17T21:45:30;26.61;-0.00;1.17;37.19;24.26;
2022-07-17T22:00:29;26.61;0.00;1.18;36.72;24.26;
2022-07-17T22:15:28;26.61;0.01;1.17;36.28;24.26;
2022-07-17T22:30:28;26.61;0.01;1.18;35.91;24.26;
2022-07-17T22:45:29;26.61;0.00;1.17;35.53;24.28;
2022-07-17T23:00:30;26.61;0.01;1.17;35.22;24.26;
2022-07-17T23:15:28;26.59;0.01;1.17;34.94;24.28;
2022-07-17T23:30:28;26.59;0.00;1.17;34.66;24.26;
2022-07-17T23:45:30;26.59;0.00;1.17;34.38;24.28;
2022-07-18T00:00:28;26.59;0.01;1.16;34.09;24.26;
2022-07-18T00:15:28;26.59;0.01;1.18;33.81;24.28;
2022-07-18T00:30:28;26.59;0.00;1.17;33.59;24.26;
2022-07-18T00:45:28;26.59;0.01;1.17;33.41;24.28;
2022-07-18T01:00:30;26.58;0.01;1.18;33.19;24.28;
2022-07-18T01:15:28;26.59;0.01;1.17;33.00;24.26;
2022-07-18T01:30:29;26.59;0.01;1.17;32.81;24.28;
2022-07-18T01:45:29;26.58;0.02;1.18;32.59;24.28;
2022-07-18T02:00:30;26.58;0.00;1.16;32.38;24.28;
2022-07-18T02:15:28;26.58;0.01;1.17;32.16;24.28;
2022-07-18T02:30:30;26.58;0.01;1.17;31.95;24.28;
2022-07-18T02:45:29;26.58;0.01;1.15;31.80;24.28;
2022-07-18T03:00:29;26.58;0.01;1.18;31.63;24.28;
2022-07-18T03:15:28;26.56;0.00;1.16;31.47;24.28;
2022-07-18T03:30:30;26.56;0.00;1.20;31.25;24.28;
2022-07-18T03:45:28;26.56;0.00;1.17;31.02;24.28;
2022-07-18T04:00:29;26.56;0.01;1.16;30.83;24.29;
2022-07-18T04:15:29;26.56;0.00;1.16;30.69;24.28;
2022-07-18T04:30:29;26.56;0.01;1.17;30.50;24.28;
2022-07-18T04:45:28;26.56;0.01;1.17;30.31;24.29;
2022-07-18T05:00:28;26.55;0.00;1.16;30.09;24.28;
2022-07-18T05:15:29;26.55;0.00;1.17;30.17;24.28;
2022-07-18T05:30:28;26.55;0.05;1.17;30.23;24.28;
2022-07-18T05:45:28;26.56;0.16;1.15;30.27;24.28;
2022-07-18T06:00:29;26.56;0.24;1.17;30.34;24.28;
2022-07-18T06:15:28;26.56;0.20;1.15;30.47;24.28;
2022-07-18T06:30:28;26.56;0.38;1.20;30.59;24.28;
2022-07-18T06:45:28;26.59;0.65;1.15;30.75;24.28;
2022-07-18T07:00:28;26.59;0.66;1.15;31.08;24.29;
2022-07-18T07:15:28;26.59;0.67;1.16;31.38;24.28;
2022-07-18T07:30:28;26.61;0.80;1.15;31.66;24.28;
2022-07-18T07:45:28;26.64;1.24;1.16;32.16;24.28;
2022-07-18T08:00:28;26.66;0.97;1.17;32.69;24.28;
2022-07-18T08:15:28;26.66;1.19;1.16;32.91;24.28;
2022-07-18T08:30:29;26.67;1.27;1.15;33.34;24.28;
2022-07-18T08:45:30;26.69;1.43;1.16;33.88;24.28;
2022-07-18T09:00:29;26.72;1.47;1.16;34.34;24.28;
2022-07-18T09:15:29;26.73;1.44;1.16;34.72;24.28;
2022-07-18T09:30:28;26.77;1.71;1.17;35.13;24.28;
2022-07-18T09:45:28;26.83;2.14;1.18;35.66;24.28;
2022-07-18T10:00:29;26.89;3.11;1.16;36.38;24.26;
2022-07-18T10:15:30;26.88;2.52;1.17;37.19;24.28;
2022-07-18T10:30:29;26.91;2.79;1.18;37.91;24.26;
2022-07-18T10:45:28;26.88;2.39;1.19;38.59;24.26;
2022-07-18T11:00:29;26.98;4.61;1.18;39.44;24.26;
2022-07-18T11:15:29;26.89;2.26;1.18;40.41;24.26;
2022-07-18T11:30:28;26.81;1.42;1.17;40.25;24.26;
2022-07-18T11:45:28;26.80;1.47;1.18;39.72;24.26;
2022-07-18T12:00:28;26.77;0.93;1.18;39.34;24.26;
2022-07-18T12:15:29;26.78;1.51;1.19;38.97;24.26;
2022-07-18T12:30:30;26.78;1.12;1.22;38.75;24.26;
2022-07-18T12:45:29;26.77;1.18;1.18;38.59;24.26;
2022-07-18T13:00:28;26.78;1.20;1.17;38.59;24.26;
2022-07-18T13:15:29;26.80;1.42;1.18;38.41;24.26;
2022-07-18T13:30:28;26.80;1.15;1.17;38.25;24.26;
2022-07-18T13:45:30;26.78;0.97;1.17;37.88;24.26;
2022-07-18T14:00:28;26.78;0.71;1.17;37.19;24.26;
2022-07-18T14:15:28;26.77;0.64;1.17;36.47;24.28;
2022-07-18T14:30:29;26.75;0.62;1.15;35.78;24.28;
2022-07-18T14:45:28;26.73;0.52;1.15;35.16;24.28;
2022-07-18T15:00:29;26.70;0.48;1.16;34.56;24.28;
2022-07-18T15:15:28;26.67;0.42;1.16;34.03;24.28;
2022-07-18T15:30:28;26.67;0.46;1.17;33.63;24.28;
2022-07-18T15:45:30;26.66;0.48;1.15;33.31;24.28;
2022-07-18T16:00:28;26.66;0.60;1.16;33.03;24.28;
2022-07-18T16:15:28;26.67;0.82;1.15;32.97;24.28;
2022-07-18T16:30:29;26.63;0.08;1.16;32.75;24.28;
2022-07-18T16:45:28;26.63;0.31;1.15;32.41;24.29;
2022-07-18T17:00:28;26.61;0.26;1.14;32.13;24.28;
2022-07-18T17:15:29;26.58;0.15;1.13;31.86;24.28;
2022-07-18T17:30:29;26.58;0.09;1.15;31.61;24.28;
2022-07-18T17:45:28;26.56;0.12;1.16;31.38;24.28;
2022-07-18T18:00:28;26.56;0.12;1.16;31.20;24.29;
2022-07-18T18:15:29;26.55;0.07;1.15;31.11;24.28;
2022-07-18T18:30:29;26.55;0.05;1.15;30.92;24.28;
2022-07-18T18:45:29;26.55;0.03;1.16;30.72;24.28;
2022-07-18T19:00:29;26.53;0.02;1.16;30.48;24.29;
2022-07-18T19:15:28;26.53;0.01;1.16;30.27;24.28;
2022-07-18T19:30:29;26.53;0.01;1.15;30.09;24.29;
2022-07-18T19:45:30;26.53;0.00;1.16;29.95;24.28;
2022-07-18T20:00:29;26.53;0.00;1.16;29.84;24.28;
2022-07-18T20:15:29;26.55;0.01;1.16;29.78;24.29;
2022-07-18T20:30:30;26.53;0.00;1.15;29.31;24.28;
2022-07-18T20:45:28;26.53;0.00;1.15;29.09;24.28;
2022-07-18T21:00:29;26.53;0.01;1.14;28.94;24.29;
2022-07-18T21:15:28;26.53;0.00;1.14;28.83;24.29;
2022-07-18T21:30:28;26.53;0.01;1.13;28.73;24.28;
2022-07-18T21:45:28;26.53;0.01;1.14;28.66;24.28;
2022-07-18T22:00:29;26.53;-0.00;1.14;28.55;24.29;
2022-07-18T22:15:29;26.53;0.02;1.15;28.47;24.29;
2022-07-18T22:30:29;26.53;0.01;1.13;28.41;24.29;
2022-07-18T22:45:29;26.55;0.01;1.03;28.47;24.29;
2022-07-18T23:00:29;26.53;0.00;1.04;28.72;24.28;
2022-07-18T23:15:28;26.53;0.00;1.03;28.97;24.28;
2022-07-18T23:30:29;26.53;0.01;1.03;29.20;24.28;
2022-07-18T23:45:28;26.53;0.01;1.04;29.42;24.28;
2022-07-19T00:00:29;26.53;0.00;1.02;29.64;24.28;
2022-07-19T00:15:30;26.53;0.01;1.04;29.83;24.28;
2022-07-19T00:30:29;26.53;0.00;1.05;29.98;24.28;
2022-07-19T00:45:29;26.56;0.01;1.04;30.09;24.28;
2022-07-19T01:00:28;26.55;0.02;1.05;30.17;24.28;
2022-07-19T01:15:30;26.53;0.01;1.04;30.22;24.28;
2022-07-19T01:30:28;26.53;0.02;1.07;30.28;24.28;
2022-07-19T01:45:28;26.55;0.01;1.04;30.38;24.26;
2022-07-19T02:00:29;26.53;0.01;1.07;30.47;24.28;
2022-07-19T02:15:29;26.53;0.00;1.06;30.56;24.26;
2022-07-19T02:30:30;26.52;0.01;1.05;30.67;24.28;
2022-07-19T02:45:29;26.53;0.01;1.05;30.72;24.26;
2022-07-19T03:00:29;26.52;0.01;1.05;30.78;24.28;
2022-07-19T03:15:29;26.52;0.01;1.06;30.83;24.26;
2022-07-19T03:30:27;26.53;0.01;1.04;30.86;24.26;
2022-07-19T03:45:28;26.55;0.01;1.05;30.88;24.28;
2022-07-19T04:00:28;26.53;0.00;1.06;30.89;24.28;
2022-07-19T04:15:29;26.53;0.01;1.05;30.89;24.26;
2022-07-19T04:30:29;26.53;0.01;1.06;30.89;24.28;
2022-07-19T04:45:28;26.53;0.01;1.05;30.88;24.26;
2022-07-19T05:00:29;26.52;0.01;1.05;30.86;24.26;
2022-07-19T05:15:28;26.52;0.01;1.04;30.86;24.26;
